# 30/12/2022 11:36:54 AM: Prices - EPEX Spot Market Auction - germany_luxembourg - Currency: EUR
Delivery day,Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Minimum,Maximum,Middle-Night,Early Morning,Late Morning,Early Afternoon,Rush Hour,Off-Peak 2,Baseload,Peakload,Night,Off-Peak 1,Business,Offpeak,Morning,High Noon,Afternoon,Evening,Sunpeak
24/03/2022,213.01,212.33,211.50,,211.80,212.93,223.32,282.97,305.07,267.73,218.91,194.92,194.94,185.97,181.94,192.70,208.42,232.58,266.99,310.76,371.11,295.40,256.86,240.04,219.76,181.94,371.11,212.16,256.07,219.13,192.26,295.36,253.02,238.00,235.58,214.15,234.12,205.69,240.42,268.67,189.44,225.17,282.32,193.15
23/03/2022,215.39,200.05,200.62,,198.08,204.09,226.15,275.45,299.25,280.72,217.11,199.70,191.54,181.07,181.93,190.31,202.34,217.99,266.05,312.28,374.14,311.03,270.00,245.12,216.40,181.07,374.14,203.54,251.24,222.27,188.91,292.62,260.64,236.53,234.60,207.40,227.39,205.59,238.47,268.13,188.56,219.17,288.16,191.15
22/03/2022,223.00,215.00,207.00,,206.36,203.00,220.92,273.70,287.34,281.10,240.15,199.90,192.20,183.66,185.21,193.92,199.86,230.01,269.97,301.03,351.00,290.84,255.90,242.27,222.38,183.66,351.00,212.84,246.24,228.34,190.66,288.00,252.85,236.49,235.67,212.55,229.54,209.50,237.31,270.57,190.24,223.44,277.24,192.46
21/03/2022,114.18,118.82,118.85,,119.00,137.03,189.41,264.00,288.00,270.60,196.47,153.06,163.68,156.99,171.35,170.67,212.63,232.98,273.68,309.60,336.98,277.16,240.91,222.81,199.25,114.18,336.98,117.71,219.61,195.95,177.91,288.31,235.03,205.75,220.72,132.88,168.66,186.93,190.79,254.77,161.27,222.49,264.45,171.40
20/03/2022,84.04,70.99,74.78,,68.38,75.90,75.90,68.53,20.56,8.81,0.07,-0.10,-5.31,-16.81,-19.04,-13.35,-1.06,0.06,69.93,122.32,122.95,85.97,80.08,110.07,93.36,-19.04,122.95,74.55,60.22,0.87,-12.57,78.82,92.37,49.04,22.37,75.00,67.39,-5.85,75.71,24.49,-10.32,13.90,102.46,-9.28
19/03/2022,196.67,194.82,187.02,,187.00,185.06,190.80,198.23,204.14,196.11,135.07,99.55,85.08,69.71,10.00,8.84,14.74,79.00,151.01,192.80,173.27,119.96,89.99,91.13,82.85,8.84,204.14,191.38,194.56,128.95,25.82,149.02,95.98,130.95,101.27,190.23,192.97,77.39,160.64,183.39,66.09,63.40,125.00,47.99
18/03/2022,203.03,206.97,201.38,,206.50,209.90,217.06,262.97,291.51,287.81,249.90,228.58,204.87,205.01,201.14,200.31,202.48,212.40,245.54,275.31,286.52,251.15,216.95,228.50,197.81,197.81,291.51,204.47,245.36,242.79,202.24,254.94,223.60,228.90,233.32,207.47,224.92,222.51,224.48,273.05,209.90,215.18,242.71,207.07
17/03/2022,157.27,127.99,119.71,,126.58,147.97,180.00,206.50,262.89,270.00,254.94,211.60,220.02,206.21,214.09,229.97,246.20,257.36,276.22,310.03,347.21,295.92,259.29,244.66,237.20,119.71,347.21,132.89,199.34,239.14,224.12,297.71,259.27,225.41,253.65,143.25,166.11,231.63,197.17,248.58,212.98,252.44,282.39,221.35
16/03/2022,253.41,251.40,247.50,,240.01,238.50,249.72,296.96,317.70,314.00,295.94,276.60,260.14,207.44,204.01,200.03,198.22,248.97,294.92,319.13,296.49,215.58,165.96,165.22,129.27,129.27,319.13,248.08,275.72,286.67,202.43,289.88,169.01,245.30,259.66,246.76,261.90,244.55,230.94,306.15,237.05,235.54,215.28,224.41
15/03/2022,248.92,245.03,241.79,,240.07,242.69,262.40,318.93,340.29,349.98,329.45,318.46,296.17,279.49,283.24,287.96,297.17,317.53,332.36,375.00,405.02,335.24,312.09,288.99,264.63,240.07,405.02,243.95,291.08,323.52,286.97,357.48,300.24,300.54,322.65,246.82,267.52,305.24,278.42,334.66,294.34,308.76,330.16,293.75
14/03/2022,205.90,204.44,211.64,,207.03,219.91,230.06,301.92,335.88,344.24,300.83,265.91,258.34,240.57,224.25,218.34,269.80,293.02,346.50,390.01,435.42,365.26,322.70,300.73,261.86,204.44,435.42,207.25,271.94,292.33,238.24,366.24,312.64,281.44,298.94,213.16,239.60,265.29,263.94,320.72,247.27,281.92,346.00,246.20
13/03/2022,160.10,150.01,124.27,,102.54,130.25,120.70,100.05,90.92,77.49,72.82,56.15,30.07,24.76,8.55,10.05,30.07,104.03,212.12,234.21,199.90,170.08,163.12,190.67,199.42,8.55,234.21,134.23,110.48,59.13,18.36,187.57,180.82,115.10,88.35,131.31,122.36,38.75,141.84,85.32,29.88,89.07,192.90,26.61
12/03/2022,68.93,69.07,72.97,,72.99,72.93,73.11,89.05,87.52,79.07,78.90,72.95,67.84,72.91,68.95,80.07,118.95,189.30,287.30,323.30,235.00,173.00,176.50,182.51,168.88,67.84,323.30,70.99,80.65,74.69,85.22,258.73,175.22,124.25,139.55,71.67,75.82,79.96,108.96,83.64,70.66,168.91,209.87,80.28
11/03/2022,88.96,91.02,88.93,,97.03,91.15,109.92,172.57,185.06,112.35,67.30,23.07,15.52,10.10,0.10,0.08,10.04,23.87,118.86,170.06,151.98,84.48,69.77,81.05,67.27,0.08,185.06,91.49,139.68,54.56,5.08,116.19,75.64,80.44,58.61,94.50,115.58,29.82,102.27,134.32,12.20,38.21,104.10,9.82
10/03/2022,350.00,320.00,321.59,,310.09,310.07,335.01,414.66,436.06,421.17,311.99,240.33,199.82,171.70,150.01,162.66,199.85,276.58,379.95,412.40,326.39,179.01,173.60,172.74,123.93,123.93,436.06,325.42,373.95,293.33,171.06,348.83,162.32,279.15,271.07,324.46,349.69,232.19,287.23,395.97,190.47,254.76,231.35,187.40
09/03/2022,430.07,408.91,418.38,,420.03,420.03,440.00,523.76,579.45,554.76,449.99,389.00,350.83,305.11,316.75,341.86,382.44,425.09,529.43,574.93,605.00,528.03,448.75,449.06,418.45,305.11,605.00,419.35,490.81,436.15,336.54,533.61,461.07,446.25,435.43,422.90,455.08,386.34,457.08,526.99,340.42,419.71,504.04,347.67
08/03/2022,456.05,449.50,449.50,,424.88,437.51,457.57,622.30,690.00,650.00,541.51,353.31,333.83,316.52,294.77,310.60,366.99,514.31,603.08,674.93,700.00,619.92,542.90,492.05,399.73,294.77,700.00,444.98,551.85,469.66,322.22,623.08,513.65,487.57,471.65,445.84,498.41,395.94,503.49,625.95,324.61,448.75,571.59,329.34
07/03/2022,377.56,369.83,368.94,,359.21,361.71,397.23,465.77,512.36,515.01,483.00,390.61,341.84,340.22,320.80,312.82,351.54,400.00,450.39,507.54,522.91,475.00,434.97,415.42,367.72,312.82,522.91,368.89,434.27,432.62,331.35,470.21,423.28,410.10,411.39,372.41,401.58,381.98,408.81,494.04,348.37,378.69,453.93,342.97
06/03/2022,390.61,353.00,345.16,,334.21,339.44,342.09,350.06,340.44,336.52,210.01,259.02,268.05,279.00,249.18,246.29,281.41,308.10,385.16,435.08,454.28,436.35,412.02,412.02,411.65,210.01,454.28,355.75,343.01,268.40,263.97,395.66,418.01,340.80,309.34,350.75,349.38,266.19,372.25,309.26,263.81,305.24,426.90,263.83
05/03/2022,363.87,360.00,350.00,,330.00,338.85,347.04,369.00,378.10,370.53,322.34,293.81,290.57,279.30,260.35,260.56,301.36,339.99,385.63,405.78,409.30,400.00,377.25,369.63,362.40,260.35,409.30,350.97,358.25,319.31,275.39,385.18,377.32,344.40,326.63,348.29,354.61,297.35,362.18,359.99,281.01,321.89,387.39,280.99
04/03/2022,351.07,346.60,329.40,,304.05,315.00,349.07,398.60,410.00,410.05,385.16,362.95,349.78,310.69,292.16,307.43,329.95,355.77,380.94,410.00,410.00,400.08,381.83,359.07,361.01,292.16,410.05,332.78,368.17,376.99,310.06,389.18,375.50,358.78,358.74,332.53,350.47,343.52,358.82,400.95,328.90,343.52,387.00,325.49
03/03/2022,331.16,322.53,316.00,,307.01,307.30,332.27,371.41,405.00,400.00,359.96,294.76,276.94,266.04,269.92,293.02,319.58,336.53,398.53,410.00,405.05,390.00,350.00,333.88,319.90,266.04,410.00,319.18,354.00,332.92,287.14,387.53,348.45,338.20,335.86,319.38,336.59,310.03,340.54,384.09,276.92,336.92,368.14,286.71
02/03/2022,251.04,248.43,242.06,,233.14,233.62,250.00,291.55,329.07,337.09,298.10,267.85,257.95,245.82,234.99,236.29,249.66,272.58,316.56,384.83,385.00,321.09,288.47,265.78,249.66,233.14,385.00,243.67,276.06,290.25,241.69,339.74,281.25,278.78,290.56,243.05,259.86,265.97,266.99,313.95,251.65,268.77,315.81,248.76
01/03/2022,143.17,143.15,149.74,,163.50,173.15,194.03,268.04,286.73,284.91,217.58,179.33,222.33,220.00,221.50,235.02,261.24,283.20,315.87,362.75,354.11,315.87,286.00,266.94,245.47,143.15,362.75,149.89,230.49,226.04,234.44,328.98,278.57,241.40,263.15,161.12,190.19,230.24,219.65,264.32,210.79,273.83,305.19,223.24
28/02/2022,177.39,174.06,185.57,,178.26,197.00,217.00,284.97,322.90,308.90,267.30,163.82,145.55,137.09,135.40,141.17,198.24,253.79,280.56,300.00,282.19,207.32,137.24,163.30,140.09,135.40,322.90,178.82,255.47,221.39,152.98,279.14,161.99,208.30,217.83,188.21,217.14,187.18,198.76,296.02,145.47,218.44,205.02,153.55
27/02/2022,195.65,180.70,174.44,,172.31,174.50,177.10,186.05,191.54,189.37,173.75,154.07,144.76,116.53,114.00,111.68,151.54,176.15,229.90,275.76,274.50,220.70,197.80,197.78,197.22,111.68,275.76,180.78,182.30,165.49,123.44,239.08,203.38,182.41,176.00,179.12,181.54,144.46,188.82,185.18,132.34,167.32,227.29,132.10
26/02/2022,150.09,152.60,174.05,,187.92,190.69,237.17,249.98,263.46,275.57,267.37,245.75,213.02,196.64,178.97,177.04,197.47,225.08,259.90,299.00,300.70,277.91,235.80,242.15,212.09,150.09,300.70,166.17,235.33,250.43,187.53,271.17,241.99,225.43,236.38,182.09,200.75,218.98,214.49,264.10,208.60,214.87,261.28,201.48
25/02/2022,94.78,100.40,98.67,,99.61,100.25,95.98,116.99,133.53,125.02,107.16,98.38,100.25,89.93,97.07,93.67,98.52,119.54,146.87,190.05,198.07,160.68,145.54,135.13,132.89,89.93,198.07,98.37,111.69,107.70,94.80,163.63,143.56,119.96,122.04,98.28,105.03,101.25,117.87,120.68,96.41,114.65,160.39,96.30
24/02/2022,115.07,113.04,110.33,,109.29,112.36,116.77,168.50,184.77,160.00,137.34,117.47,112.78,107.58,105.02,105.10,112.40,113.73,146.57,155.38,134.74,110.07,104.53,109.95,98.51,98.51,184.77,111.93,145.60,131.90,107.53,137.61,105.77,123.39,125.68,112.81,128.77,119.71,121.10,162.65,110.71,119.45,118.86,110.06
23/02/2022,81.79,78.96,82.28,,88.34,97.32,101.70,118.36,147.54,155.03,126.44,109.43,103.51,89.90,89.90,100.90,109.49,162.80,205.72,230.00,236.86,187.04,164.60,146.62,107.60,78.96,236.86,82.84,116.23,123.60,97.55,208.85,151.47,130.09,143.33,88.40,99.54,110.58,116.85,136.84,98.19,144.73,178.79,100.52
22/02/2022,89.99,82.14,80.34,,79.90,88.16,95.36,117.86,185.78,211.59,180.27,144.08,135.04,121.25,117.66,118.87,125.29,136.70,155.21,162.62,135.49,108.62,100.54,99.99,85.08,79.90,211.59,83.09,121.79,167.75,120.77,147.51,98.56,123.24,145.34,85.98,102.44,144.26,101.15,173.88,129.51,134.02,115.39,127.03
21/02/2022,10.73,7.48,5.71,,1.43,7.60,14.37,19.75,106.69,110.06,88.28,65.51,78.22,92.02,99.90,104.92,108.77,103.46,117.78,135.59,123.63,110.71,102.00,102.83,92.55,1.43,135.59,6.34,37.10,85.52,101.40,120.12,102.02,75.42,102.35,7.89,21.72,93.46,48.49,81.20,83.91,108.73,111.22,91.56
20/02/2022,104.38,99.90,98.71,,92.01,88.53,87.17,80.00,80.08,88.28,95.06,98.22,95.09,88.15,51.80,43.11,21.24,21.56,63.16,76.93,51.28,20.02,15.39,40.06,14.62,14.62,104.38,98.75,83.95,94.16,51.08,53.23,22.52,67.28,66.16,95.12,91.35,72.62,68.41,85.86,83.32,37.27,36.38,66.27
19/02/2022,73.73,54.32,16.63,,14.38,10.96,9.06,0.10,3.62,9.42,1.94,0.00,-0.08,-0.35,-0.52,-0.08,0.08,15.69,99.95,121.97,112.63,102.52,101.89,101.99,100.93,-0.52,121.97,39.77,5.94,2.82,-0.22,87.56,101.83,39.62,30.05,29.85,22.85,1.30,49.18,3.77,-0.24,28.91,106.99,-0.16
18/02/2022,71.45,62.57,74.76,,84.92,95.19,119.09,140.99,185.05,189.28,173.24,150.00,130.99,123.17,106.81,99.89,99.26,97.42,113.84,130.90,140.49,115.87,109.75,115.66,92.46,62.57,189.28,73.43,135.08,160.88,107.28,120.66,108.44,117.63,129.61,84.66,104.25,134.08,105.65,172.14,127.74,102.60,117.52,118.35
17/02/2022,17.92,15.04,15.02,,13.97,15.04,33.02,90.93,123.22,107.23,102.55,95.06,77.47,65.06,35.98,42.68,67.30,86.08,108.83,110.63,101.54,86.90,86.48,86.30,63.04,13.97,123.22,15.49,65.55,95.58,52.76,101.77,80.68,68.64,83.37,18.34,40.52,74.17,53.91,105.98,68.39,76.22,89.15,63.93
16/02/2022,94.68,93.97,99.45,,106.67,103.60,110.40,134.02,184.70,194.83,174.52,137.84,136.04,118.22,111.40,105.65,97.57,99.11,110.76,118.61,117.99,102.90,95.01,95.01,74.12,74.12,194.83,98.69,133.18,160.81,108.21,111.62,91.76,117.38,126.88,101.46,115.94,134.51,107.88,172.02,125.88,103.27,100.61,117.79
15/02/2022,112.68,114.82,112.30,,118.28,126.86,152.72,204.20,234.06,250.06,240.00,220.43,199.03,182.56,150.85,149.28,157.27,145.26,173.23,174.29,115.28,105.31,91.51,101.91,87.91,87.91,250.06,114.52,179.46,227.38,159.99,152.02,96.66,155.00,179.80,122.94,146.99,193.69,130.21,232.08,188.22,156.26,112.70,176.57
14/02/2022,46.55,13.33,12.94,,13.78,35.25,87.91,104.25,117.19,117.11,98.58,94.91,95.89,98.52,104.18,107.01,114.51,144.52,184.58,197.13,167.30,148.44,115.49,123.05,110.94,12.94,197.13,21.65,86.15,101.62,106.06,173.38,124.48,102.22,127.02,34.96,53.90,103.84,77.43,109.28,98.38,137.66,143.73,102.50
13/02/2022,88.07,98.65,99.78,,99.14,104.22,99.91,93.99,88.55,88.06,60.00,73.03,67.23,30.08,43.25,50.12,81.78,92.47,115.71,119.11,92.33,87.18,81.39,88.59,63.23,30.08,119.11,96.41,96.67,72.08,51.31,104.91,80.10,83.58,76.10,98.30,96.54,61.69,91.06,82.65,53.40,85.02,88.64,57.58
12/02/2022,195.91,187.20,184.89,,170.24,166.00,162.45,160.64,162.56,157.24,121.80,115.76,121.27,97.47,87.12,89.83,116.85,171.56,194.89,191.80,140.88,121.12,104.74,109.29,101.70,87.12,195.91,184.56,162.91,129.02,97.82,174.78,109.21,143.05,133.87,177.78,173.74,113.42,152.23,150.56,105.41,143.28,128.26,104.72
11/02/2022,180.01,176.73,168.87,,164.09,165.00,171.30,196.95,221.46,221.78,179.53,151.36,135.02,128.35,133.68,140.61,168.15,191.92,220.57,243.35,241.18,221.31,213.13,205.48,190.10,128.35,243.35,172.43,188.68,171.92,142.70,224.26,207.51,184.58,179.63,171.00,180.55,157.31,189.54,204.93,137.10,180.31,219.09,142.86
10/02/2022,200.46,192.61,185.10,,172.23,172.91,174.88,203.67,233.46,240.32,225.56,199.99,193.67,169.97,167.90,176.35,184.55,195.98,215.77,229.58,212.49,187.28,179.37,176.91,136.66,136.66,240.32,187.60,196.23,214.89,174.69,213.46,170.06,192.82,201.01,183.03,191.92,194.79,184.63,225.75,182.88,193.16,187.05,182.07
09/02/2022,115.08,114.87,118.79,,109.58,116.95,119.34,139.38,177.16,180.64,179.50,127.06,122.01,123.35,136.91,149.42,179.92,189.95,219.00,249.12,257.28,231.79,215.81,211.79,196.70,109.58,257.28,114.58,138.21,152.30,147.40,228.84,214.02,165.89,176.18,115.77,126.39,149.85,155.60,169.17,127.33,184.57,227.08,139.78
08/02/2022,121.96,112.08,107.86,,104.97,104.12,109.32,134.05,128.54,146.16,131.13,120.06,125.35,122.14,119.41,123.95,149.00,161.94,196.98,209.56,199.95,182.94,139.82,132.71,123.39,104.12,209.56,111.72,119.01,130.68,128.63,192.11,144.72,137.81,150.47,110.05,115.36,129.65,125.15,134.97,121.74,157.97,164.73,126.65
07/02/2022,20.04,15.91,14.27,,10.08,13.80,21.00,60.90,128.07,130.17,127.26,95.00,94.96,70.43,30.83,22.05,80.04,108.08,148.74,169.94,160.10,155.01,129.64,123.16,102.74,10.08,169.94,15.08,55.94,111.85,50.84,146.72,127.64,84.68,103.13,15.85,35.51,81.34,66.22,111.60,72.81,89.73,140.10,65.55
06/02/2022,10.36,9.23,5.80,,0.17,1.38,7.45,0.12,4.20,10.84,12.36,13.75,20.68,85.20,90.23,70.05,70.02,94.93,116.52,125.00,118.70,102.05,90.35,112.47,94.96,0.12,125.00,6.39,3.29,14.41,78.88,113.79,99.96,52.78,69.02,5.73,4.84,46.64,36.55,6.88,52.47,87.88,107.26,58.32
05/02/2022,98.96,88.81,65.56,,49.98,57.59,63.11,84.95,114.57,115.88,135.14,102.51,114.34,88.77,74.32,69.03,87.82,120.12,150.60,146.60,115.86,106.12,39.87,31.98,10.98,10.98,150.60,75.83,80.06,116.97,79.99,133.30,47.24,88.89,110.08,70.67,77.94,98.48,67.71,112.64,94.99,106.89,75.24,89.47
04/02/2022,138.71,128.00,126.17,,127.69,124.27,120.37,151.45,192.43,219.12,169.66,133.05,133.00,131.04,120.57,117.45,117.81,119.04,128.44,151.28,119.27,106.86,108.21,105.57,87.38,87.38,219.12,130.14,147.13,163.71,121.72,129.51,102.01,132.37,138.31,127.54,138.64,142.71,126.43,183.17,129.42,120.69,113.10,125.49
03/02/2022,156.98,159.06,159.33,,157.56,158.81,162.92,192.17,209.91,226.97,223.33,213.26,209.00,194.85,191.46,196.97,209.67,207.61,224.15,237.78,224.96,209.53,186.82,187.24,145.05,145.05,237.78,158.23,180.95,218.14,198.24,223.63,182.16,193.56,213.33,159.11,169.59,208.19,173.78,213.10,202.14,209.60,198.56,202.54
02/02/2022,35.54,11.84,10.05,,10.36,20.03,67.31,105.03,136.92,150.15,136.14,134.60,135.71,133.10,138.92,155.13,193.09,201.53,238.01,266.90,265.00,237.00,203.47,195.21,184.26,10.05,266.90,16.95,82.32,139.15,155.06,242.86,204.99,140.22,179.02,25.86,49.64,147.11,101.42,132.06,135.58,196.94,225.31,148.43
01/02/2022,160.15,154.54,156.24,,155.17,165.13,163.01,206.15,239.17,243.72,213.00,209.94,172.81,143.70,137.69,130.90,126.42,124.20,127.37,129.95,121.63,101.03,84.66,84.61,54.74,54.74,243.72,156.53,193.37,209.87,134.68,125.79,81.26,150.25,156.78,159.04,174.95,172.27,143.72,225.51,166.04,127.22,96.10,153.58
31/01/2022,122.16,110.17,105.30,,100.00,100.13,135.40,185.14,240.00,248.92,251.92,248.08,243.42,238.11,221.52,206.28,191.75,193.54,240.67,253.93,240.40,231.59,212.96,201.96,161.51,100.00,253.93,109.41,165.17,248.09,214.42,232.14,202.01,195.20,231.55,112.19,137.29,231.25,158.86,231.50,237.78,208.06,217.06,224.86
30/01/2022,2.30,4.49,10.08,,10.01,10.15,11.37,3.73,9.95,11.09,11.98,11.09,11.78,10.00,10.00,11.69,14.04,60.06,171.74,158.07,163.37,157.94,158.13,159.94,144.21,2.30,171.74,6.72,8.80,11.49,11.43,138.31,155.06,55.30,53.74,8.07,7.76,11.46,56.86,9.19,10.72,64.38,156.94,11.43
29/01/2022,130.25,115.01,105.64,,77.57,43.95,79.07,32.94,85.64,85.18,101.13,88.51,118.32,101.02,85.64,105.59,100.01,108.14,118.75,123.02,101.19,84.47,51.62,88.81,79.63,32.94,130.25,107.12,60.40,98.29,98.07,112.78,76.13,92.13,103.04,91.92,83.76,98.18,81.22,76.22,98.37,108.12,88.12,99.85
28/01/2022,82.03,84.03,81.59,,77.26,100.70,100.69,121.69,175.29,186.17,198.05,190.92,220.07,214.74,231.60,233.67,237.08,237.92,260.00,255.60,222.37,222.74,177.80,148.98,123.36,77.26,260.00,81.23,124.59,198.80,229.27,243.97,168.22,174.35,224.02,87.72,102.91,214.04,124.68,170.30,214.33,242.17,191.81,221.35
27/01/2022,131.59,115.02,108.65,,100.94,103.06,110.03,104.03,138.79,138.23,128.79,128.74,127.80,126.24,135.78,139.66,138.69,137.58,141.17,125.96,114.73,104.04,110.10,101.19,86.31,86.31,141.17,114.05,113.98,130.89,135.09,129.86,100.41,120.71,131.95,111.55,114.01,132.99,109.48,127.46,129.64,139.28,107.06,132.82
26/01/2022,209.57,212.36,215.41,,209.89,209.14,215.09,240.16,294.88,312.32,312.69,300.02,282.65,259.68,241.54,238.24,236.76,240.11,268.08,262.46,224.45,217.43,171.34,142.94,122.34,122.34,312.69,211.81,239.82,301.92,244.06,248.78,163.51,234.98,264.92,211.91,225.81,272.99,205.05,290.01,270.97,245.80,190.16,259.82
25/01/2022,215.98,212.90,203.75,,196.24,198.99,219.03,279.96,356.24,399.85,399.01,360.00,347.40,328.92,305.00,310.00,313.00,318.67,366.43,399.06,373.75,309.68,265.00,240.89,215.17,196.24,399.85,207.22,263.56,376.57,314.23,364.48,257.69,297.29,351.76,207.82,235.39,345.40,242.82,358.77,335.33,327.03,300.59,327.39
24/01/2022,183.33,179.61,178.30,,177.46,177.61,187.48,225.19,265.00,300.02,299.39,275.88,270.00,245.84,240.08,244.00,256.49,273.57,307.38,341.85,315.31,274.98,250.00,226.81,206.92,177.46,341.85,179.68,213.82,286.32,246.60,309.53,239.68,245.94,280.82,180.63,196.75,266.46,211.06,272.40,257.95,270.36,269.31,255.38
23/01/2022,171.69,183.01,185.22,,179.73,179.04,179.49,168.23,172.45,184.93,195.31,195.34,195.87,195.41,186.29,184.49,190.00,194.00,214.95,239.49,242.97,224.96,204.84,201.00,179.97,168.23,242.97,179.91,174.80,192.86,189.05,222.85,202.69,193.70,201.59,179.70,177.36,190.96,185.80,180.23,193.23,195.86,215.54,191.23
22/01/2022,123.58,120.30,119.99,,121.80,123.57,123.68,120.00,148.35,186.00,207.46,211.25,209.69,200.83,188.54,185.88,196.50,197.25,222.31,230.82,214.32,207.14,190.33,193.52,175.07,119.99,230.82,121.42,128.90,203.60,192.94,216.18,191.52,175.76,204.24,122.15,125.16,198.27,147.28,165.45,202.58,200.49,201.87,198.78
21/01/2022,119.19,117.87,110.92,,113.14,119.15,120.73,148.76,207.59,223.15,215.79,206.51,206.43,190.00,170.08,169.29,190.00,177.44,179.99,165.05,145.81,139.73,132.25,133.59,120.01,110.92,223.15,115.28,149.06,212.97,179.84,167.07,131.40,159.27,186.63,116.83,132.17,196.41,131.91,198.82,193.26,179.18,139.41,188.72
20/01/2022,90.05,78.94,75.05,,72.13,70.99,87.70,96.26,118.95,140.51,130.27,128.47,111.95,94.15,85.54,105.37,111.32,134.86,176.05,192.74,180.00,152.33,137.91,131.76,121.39,70.99,192.74,79.04,93.48,127.80,99.10,170.91,135.85,117.70,132.60,79.14,86.26,113.45,102.79,121.50,105.03,131.90,152.69,106.13
19/01/2022,169.01,163.48,162.93,,160.01,163.16,165.59,198.39,227.42,261.65,252.67,221.75,193.62,170.14,160.47,164.13,180.50,179.26,173.99,167.34,135.61,125.05,120.90,118.08,97.16,97.16,261.65,163.86,188.64,232.42,168.81,164.05,115.30,172.18,188.43,164.03,176.25,200.62,155.93,235.03,186.50,174.47,127.36,181.77
18/01/2022,188.94,192.68,180.09,,188.09,193.99,205.07,229.10,273.71,294.40,290.64,275.40,265.10,250.00,244.27,243.02,249.22,260.00,278.00,276.39,255.03,237.28,224.19,190.78,175.49,175.49,294.40,187.45,225.47,281.39,246.63,267.36,206.94,235.87,265.12,191.48,206.46,264.01,206.62,271.96,258.69,257.56,226.53,254.50
17/01/2022,78.08,34.00,12.33,,10.09,12.83,36.16,92.03,102.80,126.00,100.90,112.03,111.25,100.58,111.65,127.38,168.85,199.85,249.99,254.37,237.28,220.00,215.94,209.16,180.00,10.09,254.37,33.63,60.96,112.55,127.12,235.37,206.28,129.31,158.34,30.58,47.29,119.83,100.29,105.43,108.88,186.52,219.46,121.96
16/01/2022,225.92,216.00,189.49,,181.98,174.98,165.91,118.71,119.45,125.86,129.46,125.99,131.83,123.01,122.49,102.67,121.95,115.00,125.42,112.40,97.49,90.14,97.09,93.85,87.20,87.20,225.92,203.35,144.76,128.29,117.53,112.58,92.07,133.10,119.46,192.38,174.06,122.91,146.73,123.37,125.83,116.26,96.36,121.32
15/01/2022,222.01,205.08,194.62,,182.64,187.83,190.58,190.27,204.46,212.84,230.00,222.39,214.92,208.43,200.00,203.09,213.98,226.32,260.00,267.03,261.41,243.62,220.10,212.85,209.41,182.64,267.03,201.09,193.29,220.04,206.38,253.69,221.50,216.00,226.70,197.13,197.19,213.21,205.29,209.39,211.44,225.85,235.74,210.47
14/01/2022,120.04,110.03,108.24,,107.46,109.82,140.52,176.04,190.97,216.99,196.91,162.92,160.04,154.01,152.29,186.94,217.18,224.91,262.00,260.04,234.32,215.04,204.39,194.29,184.90,107.46,262.00,111.44,154.34,184.22,177.61,245.32,199.66,178.76,202.38,116.02,132.89,180.91,155.15,195.23,157.32,222.76,215.50,172.23
13/01/2022,173.14,161.69,153.58,,147.07,152.47,171.26,192.03,215.24,235.90,219.99,180.08,170.16,152.53,134.13,171.01,201.59,205.38,220.30,212.76,210.00,192.69,164.46,164.20,122.09,122.09,235.90,158.87,182.75,201.53,164.82,212.11,160.86,180.16,192.82,159.87,170.81,183.17,167.49,215.79,159.23,199.57,177.70,168.25
12/01/2022,196.65,187.10,184.27,,179.58,178.33,193.50,240.56,273.18,300.10,292.74,275.50,258.65,245.11,232.08,234.77,240.01,255.00,284.82,285.97,269.03,235.25,191.50,193.69,172.18,172.18,300.10,186.90,221.39,281.75,237.99,273.71,198.16,233.32,264.48,186.57,204.15,259.87,202.15,276.65,252.84,253.65,224.60,247.69
11/01/2022,210.34,202.42,197.60,,193.00,194.90,204.45,237.13,298.68,302.02,297.16,277.02,266.43,254.92,248.89,255.01,277.90,289.94,316.40,315.90,309.20,285.33,245.44,237.27,212.49,193.00,316.40,200.84,233.79,285.66,259.18,307.86,245.13,255.41,284.23,200.45,217.32,272.42,226.59,283.75,261.82,284.81,267.61,263.36
10/01/2022,196.23,191.85,195.91,,186.66,178.04,191.65,237.44,299.95,313.92,315.00,310.41,310.08,300.00,297.01,299.96,306.45,302.73,315.47,310.82,294.98,267.45,242.29,217.03,195.83,178.04,315.47,192.66,226.77,312.35,300.86,306.00,230.65,261.55,306.40,190.06,209.72,306.60,216.69,291.58,304.38,306.15,254.73,303.99
09/01/2022,85.03,84.40,80.24,,55.46,49.29,50.64,74.29,84.44,97.26,119.97,134.96,149.40,165.13,165.06,170.09,189.04,190.96,223.30,243.94,240.00,230.82,214.02,215.88,203.80,49.29,243.94,76.28,64.67,125.40,172.33,224.55,216.13,146.56,174.09,67.51,70.47,148.86,119.03,93.99,153.64,193.35,224.74,162.28
